serial,name_ar,tweet_count,created_at,text,impression,key_freq,words_n
1162,سعد الحريري,1,25-Jun-2018,في مؤتمرات بروكسل طلبنا مساهمة المجتمع الدولي بدعم الاقتصاد الوطني، تحديدا المجتمعات المضيفة للنازحين السوريين، بهذا الإطار طرحنا أولويات عديدة، أولها البرنامج الاستثماري بالبنى التحتية الذي اطلق بمؤتمر CEDRE، اضافة لتأمين فرص التعليم والتدريب المهني والتقني للشباب #لبنان #السراي,-1,1,280
1165,سعد الحريري,1,21-Apr-2018,#البقاع هويته من هوية البلد وطالما لبنان عربي لا يمكن أن تكون للبقاع هوية ثانية. البقاع كان وسيبقى محمية للعروبة وللدفاع عن القضايا العربية ومحمية الدفاع عن قضية فلسطين، والبيئة العربية الاصيلة، التي فتحت بيوتها وقلوبها للنازحين السوريين الهاربين من بطش بشار الأسد,-1,1,264
1175,سعد الحريري,1,27-Oct-2017,أقرينا قانون الشراكة بين القطاع العام والقطاع الخاص، وحملتُ ملف النازحين السوريين إلى كل العالم ووضعتُ المجتمع الدولي أمام مسؤولياته #بيال,-1,1,138
1186,سعد الحريري,1,5-Apr-2017,ونكون بذلك ندفع النازحين السوريين إلى مزيد من انعدام الأمن والضعف إلى التطرف وما هو أسوأ  #syriaconf2017 #SOS,-1,1,109
1194,إيلي الفرزلي,1,14-Jan-2019,"مباشرة عبر قناة المنار 
@almanarnews  :  كل الاجتماعات العربية في القمة ستناقش مواضيع مرتبطة بلبنان و#سوريا واعادة اعمار سوريا والنازحين السوريين !!! كيف يتم الامر بلا سوريا في القمة ؟ https://t.co/6lCXq5zREp",-1,1,209
1195,إيلي الفرزلي,1,17-Jun-2018,#ايلي_فرزلي للمنار @almanarnews : لا يزايدن احد علينا بالملف السوري فالشعب السوري شقيق ولنا علاقات تاريخية وعائلية معه. انما لا علاقة لهذا الامر بملف النازحين,-1,1,158
1199,إيلي الفرزلي,1,4-Apr-2016,الاستفهام الكبير حيال حقوق النازحين السوريين والمسؤولية تقع على من رفض اقتراح المخيمات واتهم مطلق الاقتراح بالعنصري @LBCI_NEWS @LbciLebanon,-1,1,139
1214,جمال فياض,1,23-Mar-2019,@PierreABISAAB @AlakhbarNews أظن أن التخطيط يذهب الى حدّ المزيد من الضغط ببقاء النازحين مرافقاً بتحريض يؤدي الى خلق حرب شوارع لبنانية سورية في مختلف المناطق اللبنانية ...,-1,1,170
1219,تمام سلام,1,25-Jul-2016,#سلام أمام #القمة_العربية : ندعو لإنشاء مناطق إقامة للنازحين السوريين داخل #الأراضي_السورية,-1,1,91
1220,تمام سلام,1,11-Aug-2014,متابعة موضوع النازحين من سوريا مع اللجنة الوزارية المكلفة بالملف. http://t.co/47Moo2Zhks,-1,1,88
1221,تمام سلام,1,6-Jan-2013,تمّام سلام خلال لقاء الاحد في المصيطبة: بين مُطالب باغلاق الحدود في وجه النازحين السوريين ومُطالب باستقبالهم ... http://t.co/RpIs9mjB,-1,1,133
1224,أمل أبو زيد,1,27-Jun-2019,- الموقف الرسمي الروسي حيال ملف النازحين في لبنان واضح ، روسيا مع العودة بالتنسيق مع الدولتين اللبنانية والسورية. https://t.co/eXDQZNe6b7,-1,1,137
1226,أمل أبو زيد,1,16-Jun-2019,"آثرنا دائماً الابتعاد عن السجالات حرصاً على الهدوء وعلى المصلحة الوطنية..
ولكن أن ينبري أي طرف للرد كل مرة يدعو فيها التيار  الوطني الحر لاعادة النازحين السوريين الى بلدهم فهذا يثير علامات استفهام كبيرة حول الأدوار المطلوبة من هذا الطرف أو ذاك والأثمان المدفوعة لابقاء هذه القنبلة https://t.co/CYTBQCUvdR",-1,2,305
1227,أمل أبو زيد,1,17-Apr-2019,لماذا لا يقوم المجتمع الدولي الذي يدفع الاموال للنازحين السوريين في لبنان ، بدفعها في الداخل السوري من اجل مساعدتهم على العودة,-1,1,126
1230,أمل أبو زيد,1,2-Apr-2019,"امل بو زيد للميادين @AlMayadeenNews: 
 لا نريد ان يتحوّل النزوح السوري في لبنان اداةً سياسية للضغط على النظام السوري",-1,1,117
1231,أمل أبو زيد,1,2-Apr-2019,امل بو زيد للميادين @AlMayadeenNews: سوريا ليست البلد الاول في العالم التي يحصل فيها نزوح. هناك اوغندا وروندا وغيرها من الدول التي شهدت نزوحاً وحلّت هذه المسألة,-1,1,160
1239,أمل أبو زيد,1,30-Mar-2019,هناك اتصالات سورية حصلت مع بعض دول الخليج والدول الاوروبية لتحييد موضوع إعادة النازحين عن القرار النهائي الذي يتعلّق بالأزمة السياسية في سوريا ويقال بأن هذه الاتصالات لاقت نجاحاً . https://t.co/T6C1y8wX2c,-1,2,204
1244,أمل أبو زيد,1,25-Mar-2019,"يبدأ فخامة الرئيس ميشال عون اليوم زيارة واعدة الى موسكو يتخللها لقاء قمة مع الرئيس فلاديمير بوتين يؤسس لبناء علاقة استراتيجية وتطوير للعلاقات بين لبنان وروسيا واتفاق على كيفية مقاربة العديد من الملفات وفي طليعتها اعادة النازحين السوريين الى بلادهم.

أمل ابو زيد https://t.co/8vEVPPzdGV",-1,2,287
1246,أمل أبو زيد,1,19-Mar-2019,- لا نريد خلق تشنج بين المواطن اللبناني والنازح السوري نتيجة العمل غير الشرعي للنازحين في لبنان. https://t.co/FJwqH3wh3s,-1,1,120
1251,أمل أبو زيد,1,19-Mar-2019,#NAME?,-1,2,6
1252,أمل أبو زيد,1,14-Mar-2019,اعادة النازحين السوريين الى بلادهم هي من الاولويات التي سيبحثها الرئيس عون مع الرئيس الروسي في زيارته المقبلة #أمل_ابو_زيد لـ #صار_الوقت https://t.co/itmapNO55q,-1,2,160
1255,أمل أبو زيد,1,2-Mar-2019,أمل أبو زيد للـmtv: زيارة الرئيس عون إلى روسيا ستجري خلال آذار وعودة النازحين السوريين مطلب جوهري والحديث عن زيارته إلى سوريا مبكر وهو لا يمكن أن يقدم على أمر يهدّد وحدة لبنان https://t.co/n8W4HTCmFj,-1,1,199
1257,أمل أبو زيد,1,24-Feb-2019,سواء كان اللواء عباس ابراهيم او الحكومة اللبنانية او المبادرة الروسية : الكل ملتزم خطة اعادة النازحين الى سوريا.,-1,2,112
1258,أمل أبو زيد,1,24-Feb-2019,سواء كان اللواء عباس ابراهيم او الحكومة اللبنانية ا او المبادرة الروسية : الكل ملتزم خطة اعادة النازحين الى سوريا.,-1,2,114
1259,أمل أبو زيد,1,24-Feb-2019,٣٨٠ الف وظيفة خسرها لبنان بسبب ازمة النزوح السوري و معدلات البطالة ارتفعت الى 35 % اليوم. https://t.co/IPP3D4nM0l,-1,2,113
1260,أمل أبو زيد,1,24-Feb-2019,عقب العودة من المشاركة في مؤتمر فالداي حول قضايا الشرق الاوسط حيث عرضنا قضايا النزوح السوري ومشكلة الصراع العربي الاسرائيلي وما سمي بالربيع العربي.,-1,1,147
1265,أمل أبو زيد,1,19-Feb-2019,#أمل_أبو_زيد عبر #روسيا_اليوم @RTarabic  : هناك رغبة روسية وتعاون سوري في ملف النازحين,-1,1,86
1269,أمل أبو زيد,1,19-Feb-2019,بحسب الأمم المتحدة يتراوح عدد النازحين السوريين في لبنان بين مليون مسجّل ونصف مليون غير مسجّل، بنسبة بلغت 37% من تعداد السكان، ما أدّى إلى ازدياد الطلب على الغذاء والطاقة والنقل والبنى التحتية والخدمات العامة والصحّة والمياه والبيئة،,-1,1,233
1271,أمل أبو زيد,1,19-Feb-2019,جرت العادة أن يتدخّل المجتمع الدولي لإعادة إعمار الدول المدمّرة وتسوية أوضاع النازحين، وقد أعلنت روسيا عن مبادرتها التي تدعو المجتمع الدولي إلى إعادة إعمار سوريا وإعادة النازحين.,-1,2,178
1272,أمل أبو زيد,1,27-Jan-2019,"حسب معرفتي بالوزير جبران باسيل ، انا على يقين بانه يقوم بأي شيء يخدم مصلحة لبنان بما في ذلك زيارة سوريا اذا اقتضى الامر خاصة لمعالجة موضوع باهمية النازحين

#امل_ابو_زيد 
عبر اثير اذاعة لبنان 
مباشرة على الهواء 

@Gebran_Bassil https://t.co/AMcMSF2lF2",-1,1,256
1278,أمل أبو زيد,1,26-Sep-2018,الرئيس عون يرفع خارطة تظهر حجم انتشار النازحين السوريين في #لبنان https://t.co/ctT0VtZ7XZ,-1,1,89
1283,أمل أبو زيد,1,23-Aug-2018,لا لممارسة سياسة النعامة التي تضع رأسها في الرمال في ملف معالجة النازحين السوريين في لبنان والمفاوضات مع النظام السوري ضرورية لطيّ هذا الملف. https://t.co/SerU81Vg6S,-1,2,165
1284,أمل أبو زيد,1,23-Aug-2018,بامكان لبنان في غضون شهرين اعادة نصف النازحين السوريين الى بلادهم وانا اتحدث عن المسجلّين منهم لدى هيئة الامم. https://t.co/yNY6vaK435,-1,2,134
1287,أمل أبو زيد,1,23-Aug-2018,الزيارة التي قمنا بها الى روسيا كانت بغاية الاهمية خاصة لمعالجة ملف النازحين السوريين في لبنان. https://t.co/nq0I0MKf4V,-1,1,119
1288,أمل أبو زيد,1,8-Aug-2018,اي مسؤول في سدة المسؤولية يهمه الوضع اللبناني ككل عليه التفاوض مع الجانب السوري بشكل او بآخر لاعادة اكثر من مليون وثلاثمئة نازح الى بلاده,-1,2,137
1289,أمل أبو زيد,1,8-Aug-2018,كل عقدة في لبنان لها امتداد خارجي، : اليس اصرار النائب السابق وليد جنبلاط على 3 وزراء دروز، والقوات على اربعة بناء على طلب ما من الخارج؟! وفي نفس الوقت قد يكون لذلك علاقة بعودة النازحين والزامية الحديث المباشر او غير المباشر مع الحكومة السورية .,-1,1,245
1295,أمل أبو زيد,1,26-Jul-2018,اجتماع اليوم يظهر موقف لبناني موحد حيال ملف النزوح السوري وما حصل في قصر بعبدا هو تطور ايجابي.,-1,1,94
1302,أمل أبو زيد,1,23-Jul-2018,"#أمل_أبو_زيد : 
المطلوب تعداد رسمي للنازحين السوريين في لبنان وإبلاغ السلطات السورية بملفاتهم وتأمين مسألة تنقل هؤلاء الى حين وصولهم الى الداخل السوري. 

الحوار مع سوريا ملحّ وضروري وأساسي من أجل طيّ ومعالجة... https://t.co/qw7njQ5UY1",-1,1,237
1304,أمل أبو زيد,1,30-Jun-2018,"بعد مرور شهرين على الانتخابات النيابية ما هو تصوّر امل ابو زيد للمرحلة المقبلة وللتشكيلة الحكومية وتعقيدات التأليف؟ 

كيف يدافع عن صلاحيات رئيس الجمهورية وأين هو من عودة النازحين السوريين؟

كيف يرد على... https://t.co/eP2Y0dHEgY",-1,1,232
1318,أمل أبو زيد,1,8-Sep-2017,"النازح السوري الذي يذهب الى سوريا لكي يحتفل بعيد الاضحى ويعود... هل تبقى صفة ""النازح"" تنطبق عليه؟ 
@OTVLebanon https://t.co/24XbUEHsGf",-1,1,135
1324,أمل أبو زيد,1,1-Mar-2017,ابو زيد: لاعادة النازحين الى المناطق المستقرة في سوريا بدل بقائهم قنابل موقوتة https://t.co/99OeoyCFZj,-1,1,102
1351,غسان جواد,1,12-Jun-2019,"المطلوب اذا  تهشيل الفلسطينيين من دول الطوق، والاستثمار بالنزوح السوري كورقة اخيرة في الحرب على سوريا
 الإنسانية تقتضي بالحد الأدنى التضامن مع الفلسطينيين والمطالبة بتحسين حقوقهم أسوة بغيرهم
 إنما من يسير باجندات ترمب لا يعنيهم توقف الأونروا مساعداتها ونازلين يبيعونا انسانية!",-1,1,278
1360,غسان جواد,1,22-Feb-2019,"@MarounMaroun_ @chantalsarkis دكتور
مصالح الدول لا تبنى على الماضي ولا على التقييمات الأخلاقية التي توردها لادانة الدولة في سوريا.. وبمعزل عن رأيي ورأيك.. في دولة ومكترة ونحن مصلحتنا نحكي معهم بكل الملفات لا سيما النازحين..",-1,1,224
1367,ريما مكتبي‎,1,24-May-2019,#زكاتي_للاجئين يوم مع الاجئين السوريين @UNHCRLebanon @UNHCR_Arabic https://t.co/9TpNRQxbL4,1,2,90
1408,طلال أرسلان,1,16-Jun-2019,كما حصل بالأمس القريب باستباحة أراضي #جزين وتحديداً #العيشيّة لصالح المصنع البيئي الاول في لبنان ... الناس فاقت وحبل الكذب قصير والدخول الى #سوريا لا يحتاج لأكياس #ترابة ولا لاستغلال معيشة #النازحين المتردّي في #لبنان.. الموضوع اكبر من ذلك بكثير.,-1,1,246
1410,طلال أرسلان,1,10-Mar-2019,لنكن واضحين من أوّل الطريق لا مؤتمرات ولا زيارات ولا ندوات ولا وفود تشرّفنا بأن يكون وزيرنا في عدادها الا على القواعد الواضحة والصريحة والشفافة بتبنّي توجهات فخامة رئيس الجمهورية والبيان الوزاري لجهة مقاربة موضوع النازحين السوريين...,-1,1,233
1413,طلال أرسلان,1,11-Feb-2019,"الرئيس عون عرض مع ارسلان والوزير الغريب ملف النازحين
ارسلان: لمقاربة ملف النازحين بالانفتاح على المجتمع الدولي وعلى سوريا وعبر دعم المبادرة الروسية
https://t.co/6BGPz7ohpT https://t.co/ZQVjZI44Oa",-1,1,197
1417,طلال أرسلان,1,10-Jul-2018,"ما بين عامي 2011 و 2012 أي في الفترة الأولى من اندلاع المؤامرة الكونية على سورية، سارع جنبلاط عبر مبعوثه الشخصي إلى غرفة ""الموك""، وزير الشؤون الاجتماعية آنذاك في حكومة ميقاتي، إلى الضغط والسعي بكل الوسائل إلى فتح الحدود على مصرعيها، لإدخال النازحين السوريين إلى لبنان...",-1,1,270
1420,جميل السيد,1,22-Feb-2019,"الرئيس عون حَسَمَ إحتجاج بعض الوزراء حول التواصل مع سوريا :
"" أنا أعرف مصلحة البلد. ولن أنتظر الحلّ السياسي بسوريا لإعادة النازحين""!
لماذا هذه المزايدة القوّاتية وغيرها في موضوع سوريا؟!
الحرب بسوريا والنازحون، منجم ذهَبْ للبعض في لبنان،
ولبنان سوق سياسيّ،
علّي صوتك بيعْلى سعرك...",-1,2,285
1421,جميل السيد,1,20-Jan-2019,"@HaidarMansour2 النازح هو من ترك ارضه لبلد مجاور لأسباب حروب او كوارث. 
اللاجىء هو الذي حصل على صفة وبطاقة لجوء رسمية من البلد الذي يستضيفه. 
في لبنان 
الفلسطيني لاجئ والسوري نازح",-1,1,182
1432,جميل السيد,1,29-Sep-2017,"الحريري:مش مستعد إتعاطى مع نظام سوريا!
بالشخصي إنت حُرّ
ولمّا نمت عندو ما إستشرتنا!
وإذا بمصلحةلبنان،نازحين ومزارعين وصناعيين و.
إنت مش حُرّ",-1,1,144
1433,جميل السيد,1,26-Sep-2017,"أكثر الدول العربية والغربية تباكياً على النازحين السوريين،
هي تلك التي أشعلت الحرب في سوريا وهجّرتهم!!
فَيَا ليْتَكِ لم تزْني ولم تتصدّقي...",-1,1,142
1435,جميل السيد,1,16-Jul-2017,"تظاهرة لمعارضين سوريين في بيروت الثلاثاء!
مسرحيّة لبضعة نازحين وراءها تيار المستقبل وحلفاؤه!
توقّعوا بعدها مظاهرة مليونية لنازحين مع النظام!",-1,1,142
1437,جميل السيد,1,10-Jul-2017,"تيار المستقبل:""بقاء النازحين السوريين يُنعِش الأقتصاد""!
صحيح!
فجمعيات تيار المستقبل تعتاش على مساعدات النازحين !
كما حليب وبطانيات عقاب صقر!",-1,1,143
1441,جميل السيد,1,26-Jul-2016,"سلام دعا لضغوط دولية لإقامةمخيمات داخل سوريا للنازحين!
سوريا على بعد خطوتين منك،
شرّف عالج الوضع مباشرة معهم!
خايف تعطيهم شرعية؟
حكومتك شو؟!",-1,1,144
1443,جميل السيد,1,20-May-2016,"مقارنة سياديّة!
في أيامنا كان بلبنان٣٠ ألف عسكري سوري غادروا سنة٢٠٠٥.
المستقبل وحلفاؤه تسببوابنزوح مليون سوري للبنان وباقون لما شاء الله!",-1,2,139
1444,جميل السيد,1,28-Dec-2015,إستوعب وحده،وبالحد الأدنى من التذمّر، ما يزيد عن المليون نازح سوري بجولًون ويعملون في أحضانه  بكل حرية،,-1,1,103
1445,جميل السيد,1,28-Dec-2015,الاْردن أقام للنازحين السوريين مخيمات على الحدود وعاملهم كالوباء،                              تركيا لم تكتفِ بالمخيمات بل اذلتهم,-1,1,129
1450,سيزار أبي خليل,1,15-Feb-2019,"#أبي_خليل من مجلس النواب:
من غير المقبول التساهل والتسويف والانصياع للأجندات الخارجية في ملف النزوح السوري والمطلوب هو اتخاذ خطوات عملية تنفيذية لا تأخذ بعين الاعتبار سوى المصلحة اللبنانية",-1,1,189
1452,سيزار أبي خليل,1,12-Oct-2018,"#أبي_خليل لـ @hadeathsa3a
معايير النجاح بالنسبة إلينا هي تفادي انهيار الشبكة مع زيادة الطلب بأكثر من 50% بفعل النزوح السوري وحوزة وزارة الطاقة على 55% من التزامات ""سيدر"" المالية وتصويت 93 دولة لبيروت بعدما لاحظوا النمو السريع للطاقة المتجددة ومع ذلك يستهزئ بعض الهامشيين بذلك",-1,1,276
1453,سيزار أبي خليل,1,9-Oct-2018,"#أبي_خليل عبر @OTVLebanon:
سنستقبل المجتمع الطاقوي الدولي في بيروت في 2020 وذلك لأننا نجحنا ببلوغ هدفنا بإنتاج الطاقة المتجددة قبل الوقت المتوقع ونسير قدماً في هذا القطاع
وذلك بالتزامن مع زيادتنا لـ 700 ميغاواط إضافية على الشبكة رغم استضافتنا لأكثر من مليون ونصف نازح سوري",-1,1,274
1454,سيزار أبي خليل,1,26-Sep-2018,المحافظة على نسب التغذية السابقة وزيادتها في بعض المناطق في ظل وجود ما يقارب مليوني نازح سوري ولاجىء فلسطيني هو انجاز بحد ذاته حيث قدرت الدراسات استهلاكهم ما يقارب الـ490 ميغاوات أي حوالي 5 ساعات تغذية يومياً بالإضافة الى خسائر إضافية بسبب الاستجرار غير الشرعي على شبكات التوزيع,-1,1,278
1456,سيزار أبي خليل,1,10-Jul-2018,بحسب دراسة اجراها برنامج الامم المتحدة للتنمية UNDP سنة ٢.١٧: العجز المباشر الناتج عن الخدمة الكهربائية للنازحين السوريين ٣٣٣ مليون دولار اميركي و هو مرشح للارتفاع هذا العام مع ارتفاع اسعار المحروقات,-1,1,199
1457,سيزار أبي خليل,1,23-Jun-2018,نسأل دائماً ماذا فعلت وزارة الشؤون الاجتماعية منذ نزوح اللاجئين السوريين حتى اليوم وأين هي إحصاءاتهم؟,-1,1,101
1459,سيزار أبي خليل,1,25-Feb-2018,"#سيزار_أبي_خليل لـ @ousboufisaa :
هناك نمو هائل للطلب على الكهرباء بسبب النزوح السوري ورغم ذلك لاحظنا تحسناً في التغذية بفضل معملي الجية والذوق الجديدين

#ليش_ما_في_كهربا",-1,1,173
1463,سيزار أبي خليل,1,26-Jan-2017,متوسط التغذية على كامل الأراضي اللبنانية يبلغ 16 ساعة يومياً وأظهرت الدراسات أن النازحين السوريين يستهلكون نحو 5 ساعات يومياً #KalamEnnas,-1,1,137
1484,راشيل كرم,1,17-Mar-2019,"مبارح الوزير ابو فاعور حكي شي كتير خطر عن شو بصير بس يرجعو النازحين عسوريا..
الامن العام نفى وفخامة الرئيس دايما حكيو بالعكس ومدير مكتب الامم المتحدة من شهر قال كلو تمام!
ابو فاعور مطااالب يطلب من يلي قللو معلوماتو فتفوووتة اثبات وكاعلام جاهزين والا حكيو مش بريء ابداً ابدا ابدا",-1,1,280
1494,محمد كبارة,1,10-Apr-2017,"كبارة: ندعو جامعة الدول العربية لتحمل المسؤوليات​

أكد وزير العمل محمد كبارة أن ""النزوح السوري الى لبنان شكل ضغطا... https://t.co/6YfJ0wTeKX",-1,2,142
1497,إلياس بو صعب‎,1,16-Jun-2019,#وزير_الدفاع #بو_صعب : المبعوث الروسي سوف يتكلم بشأن الخطة الروسية من أجل اعادة #النازحين_السوريين الاسبوع المقبل #بالمباشر,-1,2,123
1498,إلياس بو صعب‎,1,16-Jun-2019,#وزير_الدفاع #بو_صعب هناك اجماع لبناني بنسبة 95% لإنهاء ملف #النازحين_السوريين ولدينا فوق المليون و700 الف نازح سوري في #لبنان #بالمباشر,-1,1,136
1499,إلياس بو صعب‎,1,16-Jun-2019,#بو_صعب ضمن برنامج #بالمباشر : وضع ملف #النازحين_السوريين في صلب #البيان_الوزاري والجميع متفق على انهاء هذا الملف,-1,1,113
1503,إلياس بو صعب‎,1,20-Jul-2017,صلًّيت بمناسبة عيد مار الياس على نيّة الجيش اللبناني حامي اللبنانيين واخواننا النازحين السوريين… https://t.co/yLMh7vCdyT,-1,1,120
1507,ميشال عون,1,31-Mar-2019,هل يسعى المجتمع الدولي لجعل النازحين رهائن لاستعمالهم أداة ضغط على سوريا وأيضاً على لبنان للقبول بما قد يفرض من حلول؟,-1,1,117
1514,ميشال عون,1,9-Jan-2019,العدالة الموعودة، والحرية المنشودة، فأين نبحث عنهما؟ هل في ضياع القدس؟ أم في صفقة القرن التي ستسرق من الفلسطينيين أرضهم وهويتهم؟ أم في مخيمات النازحين السورين التي يسعى العالم لإبقائهم فيها؟ أم في التهجير الجديد لمجموعات بشرية والتحويل الديمغرافي؟,-1,1,247
1519,ميشال عون,1,31-Oct-2018,نطالب المؤسسات التي تهتم بالنازحين أن تقدم المساعدات لهم في سوريا وليس في لبنان,-1,1,79
1521,ميشال عون,1,28-Sep-2018,هناك إصرار دولي على الربط ما بين عودة النازحين إلى بلادهم والحل السياسي للأزمة السورية، خصوصاً وأنّ هناك خلفيّات معينة متعلّقة بالحلول السياسية ومنها اقتصادية وغيرها...,-1,2,168
1534,ميشال عون,1,21-Sep-2017,الادعاء أن النازحين لن يكونوا آمنين في بلادهم غير مقبول؛ فإذا كانت سوريا تقوم بمصالحات مع المجموعات المسلحة فكيف بها مع النازحين بسبب الحرب؟,-1,1,140
1535,ميشال عون,1,11-Oct-2013,نعاني من تخاذل المسؤولين تجاه مسألة النازحين السوريين إلى لبنان,-1,1,63
1536,ميشال عون,1,2-Oct-2013,الحرب في سوريا لا تدور في كلّ المناطق، وهناك مناطق آمنة تفوق مساحتها مساة لبنان، ويمكن للنازحين أن يقصدوا تلك الناطق,-1,1,116
1537,ميشال عون,1,20-Aug-2013,استوقفني ردّ شهيّب والريس على اقتراحنا بموضوع النازحين السوريين لأنهما اتّهما العماد عون والوزير باسيل بالعنصريّة,-1,1,113
1539,ميشال عون,1,6-Aug-2013,النزوح السوري يزداد وهم يتباكون لحلّه.. رؤوس فارغة والموضوع كبير,-1,1,64
1541,ميشال عون,1,28-Jun-2013,نسبة السوريين من المشاركين مع الأسير في معركته على الجيش اللبناني كانت 90% على الرّغم من كلّ التنبيهات التي كرّرناها في ما يخصّ النازحين,-1,1,136
1542,ميشال عون,1,24-Jun-2013,هل جميع الذين دخلوا من سوريا هم فعلاً نازحين أو مقاتلين؟؟,-1,1,57
1543,ميشال عون,1,18-May-2013,من قدموا لنا النصائح وضغطوا علينا بموضوع النازحين، هم من يرسلون السلاح إلى سوريا ويغذون الحرب بداخلها، وبالتالي يقومون بإلباسنا نتائجها..!!!,-1,1,140
1544,ميشال عون,1,2-Apr-2013,في لبنان حوالي مليون نازح سوري، منهم حوالي 150 ألف رجل يستطيع القيام بأمور عسكرية. كل الأجهزة الأمنية مسؤولة عن هذا الأمر وقد سبق ونبهنا منه,-1,1,140
1545,رائد خوري,1,16-Mar-2019,هل يعقل أن نقبل بالضغط الدولي على ابقاء النازحين السوريين في لبنان؟ نقول اليوم ان مصلحة لبنان اهم من المصلحة الدولية في هذا الموضوع #بيروت_اليوم,-1,1,144
1550,رائد خوري,1,13-Jul-2018,بأي منطق يقبل لبنان أن يبقى على أراضيه مليون ونصف نازح سوري؟ #حديث_الساعة,-1,1,73
1551,رائد خوري,1,11-Jul-2018,ما عم بفهم يا بيك ليه مُصِرّ على مليون ونصف نازح سوري يغرّقوا اقتصادنا؟ أي بلد بالعالم ٤٠٪ من سكانه نازحين وواقف على اجريه؟ ارجع للبنانيّتك يا بيك... @walidjoumblatt,-1,1,165
1555,رائد خوري,1,18-Feb-2018,هناك اهتمام دولي كبير في لبنان والواضح ان المجتمع الدولي يريد استقرار امني واقتصادي في لبنان لاننا نحضن مليون ونصف نازح سوري وسنلعب دور استراتيجي في عملية اعادة اعمار سوريا,-1,1,172
1556,رائد خوري,1,4-Nov-2017,ما رأيكم بالمؤسسات غير الشرعيّة في لبنان التي يملكها أجانب وخصوصا تلك التي يملكها عدد من النازحين السورييّن؟ @amale_elias @Sawtelmada,-1,1,133
1562,بسام أبو زيد,1,19-Sep-2016,مش رح نفهم نحنا اللبنانيين انو مسألة النازحين السوريين عنا نحنا بدنا نحلها.ما حدا بالو فينا وإذا بقينا متكلين على الخارج فسيكون الآتي أعظم.,-1,1,139
1573,سعد الحريري,1,17-Jun-2017,نحمّل المجتمع الدولي مسؤولية تخفيف العبء عن أهالي #العرقوب الذين إحتضنوا النازحين السوريين، عبر مشاريع البنى التحتية والخدمات #صيدا #رمضان,-1,1,138
1574,سعد الحريري,1,11-Jun-2017,نحمّل المجتمع الدولي المسؤولية بإعادة تأهيل البنى التحتية وإيجاد فرض عمل للشباب لمواجهة النزوح السوري #البقاع #رمضان,-1,1,116
1576,سعد الحريري,1,21-Apr-2017,التحدي الأكبر اليوم هو النزوح السوري وحكومة العهد الجديد طرحت برنامج مربح للجميع … https://t.co/Vtvq3K5zEk,-1,1,106
1579,سعد الحريري,1,19-Jan-2017,الحريري: ندعو المجتمع الدولي لمساعدة #لبنان في تحمل عبء النزوح https://t.co/N1CpjSq938  #بيروت #دمشق #سوريا,-1,1,107
1581,جبران باسيل‎,1,15-Oct-2017,باسيل: عندما نحذر من عدم عودة النازحين السوريين فلأننا اصحاب تجربة مع نزوح اللبنانيين الى الخارج ونزوحهم في الداخل,-1,1,114
1583,جبران باسيل‎,1,8-Oct-2017,باسيل: طالبونا بمخيمات للنازحين السوريين في حكومة ميقاتي وقلنا لهم لا تكرروا تجربة عين الحلوة وغيرها,-1,1,100
1584,جبران باسيل‎,1,28-Sep-2017,#باسيل: المعلم عاتبني في بداية لقائنا على طريقة تناولي لملف النازحين واكد ان سوريا بحاجة لاستعادتهم,-1,1,99
1590,جبران باسيل‎,1,30-Jul-2017,أينما نجول في العالم علينا ان نتصرف من وحي وطنيتنا في موضوع النزوح السوري وليس من باب الإملاء علينا,-1,1,99
1593,جبران باسيل‎,1,2-Jul-2017,باسيل: لا يحق للمانح ان يتعب اذا كان هو سبب النزوح مع محبتنا للشعب السوري,-1,1,73
1596,جبران باسيل‎,1,2-Feb-2017,باسيل: اللجوء الفلسطيني والنزوح السوري والارهاب والفساد والاقتصاد تحديات نواجهها واللبنانية تعطي دفعا للعجلة الميثاقية,-1,1,118
1603,جبران باسيل‎,1,5-Oct-2016,طلبت من منظمة الغذاء العالمي زيادة كبيرة بشراء التفاح اللبناني للنازحين السوريين ووعدوني القيام بذلك...كإشارة حرص على بقاء اللبناني في ارضه.,-1,1,140
1604,جبران باسيل‎,1,23-Sep-2016,احدى المنظمات الدولية تقول انها ستشتري مائتي طن (٢٠٠) من التفاح اللبناني من الآن وحتى آخر السنة، ما معناه تفاحة صغيرةلكل نازح سوري في لبنان!,-1,1,140
1609,جبران باسيل‎,1,13-Sep-2016,خلال مؤتمر الرابطة المارونية حول النزوح السوري اليوم https://t.co/62Xpo2oVIu,-1,1,76
1614,جميل السيد,1,16-Jul-2017,تظاهرة لمعارضين سوريين في بيروت الثلاثاء! مسرحيّة لبضعة نازحين وراءها تيار المستقبل وحلفاؤه! توقّعوا بعدها مظاهرة مليونية لنازحين مع النظام!,-1,1,140
1617,جميل السيد,1,28-Jun-2016,تفجيرات القاع الحكومةإستنكرت وحِداد رسمي ودقائق صمت! النزوح السوري بيئةقديستغلها الارهاب، المطلوب إحصاءوضبط رسمي بلا عنصرية! غيره طقّ حنَك..,-1,1,140
1618,جميل السيد,1,20-May-2016,مقارنة سياديّة! في أيامنا كان بلبنان٣٠ ألف عسكري سوري غادروا سنة٢٠٠٥. المستقبل وحلفاؤه تسببوا بنزوح مليون سوري للبنان وباقون لما شاء الله!,-1,2,138
