serial,user_id,name,name_ar,name_en,screen_name,location,description,tweet_count,tweet_nocount,followers_count,friends_count,account_created_at,status_id,created_at,text,naze7,impression_text,impression,cat,word,word_en,word_freq
1889,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1112340620201340928,31-Mar-2019,"يقلقنا إصرار المجتمع الدولي على إبقاء النازحين السوريين في لبنان رغم معرفته بأن لبنان لم يعد قادراً على تحمل هذا العبء الذي يضغط عليه من كافة النواحي الاقتصادية والاجتماعية والأمنية، ورغم تأكيد المنظمات الإنسانية الدولية أنّ 80% من النازحين يرغبون العودة الى أراضيهم وممتلكاتهم",TRUE,negative,-1,new,حمل,burden,14
1890,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1109032188438298624,22-Mar-2019,"يقلقنا أن المجتمع الدولي لا يزال مصراً على ربط عودة النازحين بالحل السياسي في سوريا ما يعني أنه يؤجل العودة لأجل غير معلوم، هذا مع علمه اليقين بأن لبنان لم يعد قادراً على احتمال هذه الأعباء ومع علمه بالأوضاع المزرية التي يعيشها النازحون في المخيمات التي لا تقيهم برداً ولا حراً",TRUE,negative,-1,new,عودة,return,250
1891,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1086912636040679425,20-Jan-2019,"لبنان دفع الثمن الغالي جراء الحروب والإرهاب، ويتحمل العبء الأكبر إقليميا ودوليا لنزوح الأشقاء السوريين، مضافا الى لجوء الأخوة الفلسطينيين المستمر منذ 70 عاما، بحيث أصبحت أعدادهم توازي نصف عدد الشعب اللبناني، وذلك على مساحة ضيقة ومع بنى تحتية غير مؤهلة وموارد محدودة وسوق عمل مثقلة",TRUE,negative,-1,new,عبء,burden,54
1892,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1082931910274359299,9-Jan-2019,"إن لبنان من الدول التي حملت ولما تزل أثقل الأعباء من تداعيات حروب الجوار وتدفق النازحين السوريين. صحيح تمكنا من تحرير أرضنا من الإرهاب وقضينا على معظم خلاياه النائمة وضبطنا الأمن لكن أزمة النزوح لا تزال تلقي بثقلها من كل النواحي، اقتصادياً وامنياً واجتماعياً وتربوياً واستشفائياً",TRUE,negative,-1,new,عبء,burden,54
1893,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1072439837364502528,11-Dec-2018,"من المؤكد ان التوصل الى حل سياسي في سوريا يساعدنا على معالجة موضوع النازحين، ولكن هذا الحل ليس بيدنا بل بيد الدول الكبرى",TRUE,negative,-1,new,معالجة,processing,10
1894,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1072435934694658048,11-Dec-2018,شددنا على اهمية توحيد الجهود الدولية من اجل مكافحة الارهاب كما ركزنا على ضرورة الاسراع في ايجاد حل لازمة النازحين السوريين يساهم في اعادتهم الى المناطق الآمنة من دون انتظار التوصل الى حل سياسي للأزمة السورية لا سيما وان لبنان لم يعد بمقدوره تحمل المزيد من الاعباء,TRUE,negative,-1,new,أزمة,crisis,68
1895,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1045532628194127873,28-Sep-2018,"هناك إصرار دولي على الربط ما بين عودة النازحين إلى بلادهم والحل السياسي للأزمة السورية، خصوصاً وأنّ هناك خلفيّات معينة متعلّقة بالحلول السياسية ومنها اقتصادية وغيرها...",TRUE,negative,-1,new,عودة,return,250
1896,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,1044955344307453952,26-Sep-2018,"أزمات الجوار لا تزال تضغط علينا بثقلها وبنتائجها؛ فمع بدء الأحداث في سوريا بدأت موجات النزوح تتدفق الى لبنان، وقد حاول قدر إمكاناته تأمين مقومات العيش الكريم للنازحين؛ ولكن الأعداد الضخمة وتداعياتها على المجتمع اللبناني من نواح عدة، تجعل الاستمرار في تحمّل هذا العبء غير ممكن...",TRUE,negative,-1,new,حمل,burden,14
1897,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,999349152483020800,23-May-2018,"إن وقت الكلام والتحذيرات من مشكلة النازحين قد انتهى، وحان الوقت للانكباب الرسمي على وضع خطة حلّ عملية، تؤدّي إلى الهدف المنشود منها، وهو عودة النازحين الى المناطق الآمنة في بلادهم، وعدم انتظار الحل النهائي للأزمة السورية",TRUE,negative,-1,new,حل,solution,24
1898,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,999349051245121536,23-May-2018,"أي خطة اقتصادية لن يكتب لها النجاح الكامل إذا لم نبادر إلى وضع أسس عملية لحل مشكلة النازحين السوريين المتفاقمة التي تولّد أعطاباً في كل مفاصل الاقتصاد اللبناني، إضافة الى انعكاساتها الاجتماعية والأمنية على مجتمعنا، وعلى مستقبل شبابنا",TRUE,negative,-1,new,حل,solution,24
1899,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,994504088321708033,10-May-2018,"أكبر المخاطر التي تواجهنا هي الموقف الدولي بشأن النازحين، والذي عبّر عنه البيان المشترك للأمم المتحدة والاتحاد الأوروبي الصادر عن مؤتمر ""دعم مستقبل سوريا والمنطقة"" الذي انعقد في بروكسيل والذي يؤشر إلى توطين مقنّع يتعارض مع دستورنا ويناقض سيادتنا ولن نسمح به على الإطلاق",TRUE,negative,-1,new,توطين,settlement,25
1900,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,994503203998879744,10-May-2018,"لبنان تعاطى مع أزمة النزوح السوري من مبدأ علاقات الأخوة والتضامن الإنساني، ولكن النزوح تحول الى مشكلة ضاغطة تتهدّده من كافة النواحي، خصوصاً بعد أن ازداد عدد القاطنين فيه في فترة وجيزة قرابة ال 50% من سكانه، وهو ثقل تعجز الدول الكبرى عن تحمّله، فكيف بلبنان البلد الصغير المساحة",TRUE,negative,-1,new,تهديد,threat,10
1901,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,993901089920610304,8-May-2018,"الأثمان التي ندفعها جراء مسارعتنا إلى المساعدة في الوجه الانساني، باتت أكبر من طاقة لبنان على الاحتمال، ما يدفعنا إلى رفع الصوت عالياً لايجاد حل سريع يؤمن عودة النازحين السوريين تدريجاً إلى المناطق السورية الآمنة",TRUE,negative,-1,new,عودة,return,250
1902,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,985535922841276417,15-Apr-2018,"أتوجه الى كل الإخوة المجتمعين في القمة لأقول إن مشكلة النزوح السوري تعنينا جميعاً، ولا يجوز أن تتحمّل عبئها فقط دول الجوار السوري، بحكم سهولة الانتقال والوصول إليها",TRUE,negative,-1,new,عبء,burden,54
1903,956256691,General Michel Aoun,ميشال عون,Michel Aoun,General_Aoun,"Baabda, #Lebanon",Président de la République libanaise - President of the Lebanese Republic - فخامة رئيس الجمهورية اللبنانية,1,0,245915,0,18-Nov-2012,985535274473213953,15-Apr-2018,"نار الحروب لا تزال مستعرة، وخطر اندلاع حرب دولية على أرض سوريا يتصاعد، واللا استقرار يخيّم على معظم دول المنطقة، والإرهاب يتنقّل من بلد لآخر يصطاد الضحايا، والعديد من أبناء شعوبنا هجروا أوطانهم وتشرّدوا في العالم بحثاً عن أمن أو لقمة عيش، كما تشرّد قبلهم أبناء فلسطين",FALSE,positive,1,new,أمان,safety,11
1904,836129230232633344,RaedKhoury,رائد خوري,Raed Khoury,RaedKhourylb,Lebanon,وزير الاقتصاد والتجارة السابق,1,0,10490,85,27-Feb-2017,1085460823533867009,16-Jan-2019,"لا بد للقطاع العام من اشراك القطاع الخاص والمصارف والصناديق في التمويل مما سيساهم في رفع معدلات نمو لتلامس 6 - 7% سنوياً، بعد ان تدنت الى حدود 1% في السنوات الأخيرة نتيجة للازمة السورية والتأثير السلبي للنزوح على الاقتصاد اللبناني",TRUE,negative,-1,new,سلبيات,negatives,4
1905,836129230232633344,RaedKhoury,رائد خوري,Raed Khoury,RaedKhourylb,Lebanon,وزير الاقتصاد والتجارة السابق,1,0,10490,85,27-Feb-2017,1010796042709884928,24-Jun-2018,أزمة النزوح السوري كلّفت لبنان كثيراً وحاولنا إغلاق بعض المحلات الغير شرعية بالتعاون مع المحافظين ولكن هذا الموضوع من صلاحية وزارتي الداخلية والعمل,TRUE,negative,-1,new,كلفة,cost,10
1906,836129230232633344,RaedKhoury,رائد خوري,Raed Khoury,RaedKhourylb,Lebanon,وزير الاقتصاد والتجارة السابق,1,0,10490,85,27-Feb-2017,989571646406131712,26-Apr-2018,نرفض أي شكل من أشكال التوطين او الانخراط في سوق العمل اللبناني لما لذلك من تهديدات على الاقتصاد اللبناني واستقراره ونتطلع الى عودة النازحين السوريين الى مناطقهم الآمنة حفاظاً على كرامة الشعبين ودعماً لانطلاقنا بعجلة النهوض بالاقتصاد اللبناني,TRUE,negative,-1,new,توطين,settlement,25
1907,836129230232633344,RaedKhoury,رائد خوري,Raed Khoury,RaedKhourylb,Lebanon,وزير الاقتصاد والتجارة السابق,1,0,10490,85,27-Feb-2017,965161641049550848,18-Feb-2018,الحل الأنسب للنازحين السوريين هو عودتهم الى مناطقهم في سوريا,TRUE,negative,-1,new,حل,solution,24
1908,836129230232633344,RaedKhoury,رائد خوري,Raed Khoury,RaedKhourylb,Lebanon,وزير الاقتصاد والتجارة السابق,1,0,10490,85,27-Feb-2017,922174533565583360,22-Oct-2017,الوزير رائد خوري يتحدّث لل MTV عن تأثير أزمة النازحين على الاقتصاد اللّبنانيّ وعن الخطّة الاقتصاديّة الشاملة للبنان https://t.co/dbTcFXdL95,TRUE,negative,-1,new,أزمة,crisis,68
1909,2258837700,طوني بولس,طوني بولس,Tony Bouloss,TonyBouloss,Lebanon,"صحافي - لبناني عربي حتى النخاع، اغرد بصوتي لحرية وطني، صمتي سياسة، وحديثي ثورة",1,0,15244,3744,23-Dec-2013,715487674778263552,31-Mar-2016,"حزب الله وحلفائه يستخدمون ""فزاعة التوطين"" للتحريض على اللاجئين السوريين في لبنان وتبرير قتلهم واحتلالهم للشعب السوري https://t.co/wR1MujTZqb",FALSE,positive,1,old,قتل,killing,22
1910,298545362,Bassam Abou Zeid,بسام أبو زيد,Bassam Abou Zeid,BassamAbouZeid,NA,NA,1,0,200478,7741,14-May-2011,924000000000000000,27-Oct-2017,الرئيس الحريري:وضعنا أزمة النزوح السوري على طاولة المعالجة من خلال ملف مدروس ذهبنا به إلى كل العالم ووضعت المجتمع الدولي امام مسؤولياته,TRUE,negative,-1,old,معالجة,processing,10
1911,294758200,Rima Assaf,ريما عساف,Rima Assaf,RimaLBCI,Lebanon,This is the official Twitter account of LBCI's News Anchor Rima Assaf. My tweets do not reflect the views of my employer.,1,0,20144,421,7-May-2011,444929105775951872,15-Mar-2014,55% من الشعب السوري أصبحوا مهجرين أو معتقلين أو شهداء http://t.co/4F02e2SJ0n via @YouTube,FALSE,positive,1,old,شهداء,martyrs,1
1912,79942437,Saad Hariri,سعد الحريري,Saad Hariri,saadhariri,"Beirut, Lebanon",President of the Council of Ministers of Lebanon رئيس مجلس وزراء لبنان | #لبنان_أولاً,1,0,1542774,407,5-Oct-2009,889931643397562368,25-Jul-2017,كما ناقشنا الضغط الذي يعاني منه #لبنان في ظل وجود مليون ونصف المليون نازح سوري #البيت_الأبيض #زيارة_واشنطن @POTUS,TRUE,negative,-1,old,يعاني,suffer,3
1913,79942437,Saad Hariri,سعد الحريري,Saad Hariri,saadhariri,"Beirut, Lebanon",President of the Council of Ministers of Lebanon رئيس مجلس وزراء لبنان | #لبنان_أولاً,1,0,1542774,407,5-Oct-2009,883038190873051136,6-Jul-2017,مهمة الدولة اللبنانية مواجهة تداعيات النزوح السوري إجتماعياً وإقتصادياً ومكافحة محاولات إستخدامه لنقل الإرهاب الى #لبنان #BAU,TRUE,negative,-1,old,إرهاب,terrorism,10
1914,79942437,Saad Hariri,سعد الحريري,Saad Hariri,saadhariri,"Beirut, Lebanon",President of the Council of Ministers of Lebanon رئيس مجلس وزراء لبنان | #لبنان_أولاً,1,0,1542774,407,5-Oct-2009,863665649717039104,14-May-2017,لبنان يواجه عائقا أمام ورشة النمو الاقتصادي يتمثل بوجود مليون ونصف نازح سوري ولن يتمكن من مواجهة تداعيات هذه الازمة منفردا #منتدى_الدوحة,TRUE,negative,-1,old,أزمة,crisis,68
1915,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,913479629167632384,28-Sep-2017,#باسيل: النزوح السوري ازمة كبيرة في لبنان والحوادث الامنية التي تحصل تشير الى ارتباط ملف الجرائم بلبنان بموضوع النزوح,TRUE,negative,-1,old,جريمة,crime,2
1916,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,903862927429701632,2-Sep-2017,"سؤال: هل يجوز انتظار ضوء أخضر دولي، لن يأتي قريباً، لتحقيق موضوع وطني وجودي كياني خطير وطارىء مثل موضوع عودة النازحين السوريين الى بلدهم؟",TRUE,negative,-1,old,عودة,return,250
1917,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,845976342084640768,26-Mar-2017,باسيل: لا موازنة ولا خطة اقتصادية ولا اي مورد من الخارج يستطيع تخطي أزمة النازحين السوريين والحل بالعودة الكريمة للإخوان السوريين الى بلدهم,TRUE,negative,-1,old,عودة,return,250
1918,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,824572216545312768,26-Jan-2017,باسيل: لم نؤمن يوما باعادة التوطين كحل لسوريا انما الحل بنظرنا هو العودة الآمنة للنازحين,TRUE,negative,-1,old,توطين,settlement,25
1919,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,824569746347679744,26-Jan-2017,باسيل بعد لقاء موغيريني: سنتعاون مع الاتحاد الاوروبي لدعم الاقتصاد وندعو إلى حل سريع للأزمة السورية ولإعادة النازحين السوريين إلى أرضهم,TRUE,negative,-1,old,حل,solution,24
1920,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,811872993664266240,22-Dec-2016,باسيل: الحل الوحيد لمسألة النزوح السوري هو عودتهم الى بلادهم,TRUE,negative,-1,old,حل,solution,24
1921,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,779204170180075520,23-Sep-2016,باسيل: صيغة «عندما تسمح الظروف بعودتهم» تعني إطالة امد الحل للأزمة السورية ولأزمة النازحين,TRUE,negative,-1,old,عودة,return,250
1922,2878635204,Walid Joumblatt,وليد جنبلاط,Walid Joumblatt,walidjoumblatt,official account,President of the Progressive Socialist Party of Lebanon,1,0,812869,3179,26-Oct-2014,704617702078328832,1-Mar-2016,والشعب السوري متروك وحيدا يقتل ويعذب ويهجر https://t.co/tuzRFn9KMV,FALSE,positive,1,old,تهجير,displacement,27
1923,130125697,Sleiman Frangieh,سليمان فرنجية,Sleiman Frangieh,sleimanfrangieh,Lebanon,NA,1,0,419879,1,6-Apr-2010,886667078123565056,16-Jul-2017,يجب البدء بحل ملف النازحين السوريين بمسؤولية وطنية وبعيداً عن المزايدات.. هناك مناطق آمنة في #سوريا يمكن أن يعود إليها النازحون,TRUE,negative,-1,old,عودة,return,250
1924,1117688192,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,alihasankhalil,Lebanon,Lebanese Minister of Finance,1,0,235039,84,24-Jan-2013,344102872373407744,10-Jun-2013,تابعنا الوضع الناتج عن ضغط النازحين السوريين وعمليات نقل اعداد كبيرة من المصابين في سوريا الى المستشفيات اللبنانية وما قد ينجم عنه من تداعيات,TRUE,negative,-1,old,ضغط,pressure,18
1925,1117688192,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,alihasankhalil,Lebanon,Lebanese Minister of Finance,1,0,235039,84,24-Jan-2013,326720648825171968,23-Apr-2013,موضوع النازحين السوريين هو تحد يجب أن تسخر له كل الجهود والامكانيات لأن الدولة عاجزة عن القيام وعن تغطية هذه الاحتياجات والمتطلبات بمفردها,TRUE,negative,-1,old,عجز,inability,2
1926,1117688192,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,alihasankhalil,Lebanon,Lebanese Minister of Finance,1,0,235039,84,24-Jan-2013,312216384304197632,14-Mar-2013,أن العدد المرتفع للنازحين السوريين شكل زيادة في الضغط على القطاع الصحي بما يتجاوز قدرته على التحمل,TRUE,negative,-1,old,حمل,burden,14
1927,1117688192,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,alihasankhalil,Lebanon,Lebanese Minister of Finance,1,0,235039,84,24-Jan-2013,312215956501954560,14-Mar-2013,نؤكد على المسؤولية العربية المشتركة في إيجاد الظروف الملائمة للنازحين والعمل على إعادتهم من خلال الدفع بإتجاه خيار الحل السلمي في #سوريا,TRUE,negative,-1,old,إعادة,return back,44
1928,1117688192,Ali Hassan Khalil,علي حسن خليل,Ali Hassan Khalil,alihasankhalil,Lebanon,Lebanese Minister of Finance,1,0,235039,84,24-Jan-2013,295626644062892032,27-Jan-2013,مشكلة النازحين السوريين الصحية تتفاقم وهي التحدي الاكبر اليوم امام الدولة والهيئات,TRUE,negative,-1,old,تحدي,challenge,10
1929,851273180,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,778632771367477248,21-Sep-2016,#المشنوق أمام لازاريني: معالجة تداعيات أزمة النزوح السوري تتم عبر حوار هادىء خارج التراشق الكلامي والمزايدات … https://t.co/JyhxWZusN9,TRUE,negative,-1,old,أزمة,crisis,68
1930,851273180,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,713030483026640896,24-Mar-2016,"#المشنوق من #لندن : لا يوجد أي نيّة، على الإطلاق، في تجنيس النازحين السوريين إلى #لبنان ، ولا أحد يفكر في هذا الأمر أبدا @ChathamHouse",TRUE,negative,-1,old,تجنيس,nationalization,2
1931,101509033,Ibrahim Kanaan,إبراهيم كنعان,Ibrahim Kanaan,IbrahimKanaan,Lebanon,Member of Parliament- Chair of Finance and Budget Parliamentary Commission- Secretary general of the Strong Lebanon Bloc. Tweets from me are signed - IK,1,0,149685,1113,3-Jan-2010,988423766731624448,23-Apr-2018,ل@Sawtelmada :انا ضد التطبيع مع النزوح السوري واطالب بإقرار اقراح القانون المقدّم من قبلنا لتعديل قانون تملك الأجانب… https://t.co/CQyNV1j4Kx,TRUE,negative,-1,old,ضد,against,1
1932,101509033,Ibrahim Kanaan,إبراهيم كنعان,Ibrahim Kanaan,IbrahimKanaan,Lebanon,Member of Parliament- Chair of Finance and Budget Parliamentary Commission- Secretary general of the Strong Lebanon Bloc. Tweets from me are signed - IK,1,0,149685,1113,3-Jan-2010,932542842815250432,20-Nov-2017,من بعبدات: عودة النازحين السوريين اولوية في ضوء الفاتورة المرتفعة الذي يدفعها لبنان اقتصاديا وماليا وتربويا,TRUE,negative,-1,old,عودة,return,250
1933,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,546754704814784512,21-Dec-2014,لا يستطيع لبنان الاستمرار في تحمُّل عبء اللاجئين السوريين فعندما يصبح هناك مناطق آمنة في سوريا يجب مساعدة هؤلاء ليعودوا الى بلادهم,FALSE,negative,-1,old,عودة,return,250
1934,1467023126,General Ashraf Rifi,أشرف ريفي,Ashraf Rifi,Ashraf_Rifi,Lebanon لبنان,Official twitter account of General Ashraf Rifi - الحساب الرسمي للواء أشرف ريفي,1,0,299735,288,29-May-2013,526792883097980928,27-Oct-2014,لا دولة في العالم تستطيع أن تتحمل أكثر من طاقتها بالنسبة للنزوح السوري وأخشى من تداعياته في حال طالت الثورة,TRUE,negative,-1,old,تداعيات,ramifications,24
1935,145979594,Fuad Siniora,فؤاد السنيورة,Fuad Siniora,SinioraFuad,Lebanon,Politician,1,0,208500,59,20-May-2010,456003163955286016,15-Apr-2014,الرئيس السنيورة : بجب ان نحتسب تداعيات مشكلة النزوح السوري التي تقدر كلفتها السنوية بــ 1.3 مليار دولار ... http://t.co/EKwOysRk5i,TRUE,negative,-1,old,مشكلة,problem,24
1936,107359225,Najib Mikati,نجيب ميقاتي,Najib Mikati,Najib_Mikati,Lebanon | لبنـان,"Official Twitter feed for the Former Prime Minister of Lebanon; also, Member of Parliament for Tripoli, North-Lebanon.",1,0,501812,1231,22-Jan-2010,532495852456005632,12-Nov-2014,الواقع الذي يعيشه لبنان جراء الازمة السورية والتفاعلات التي احدثها النزوح السوري ادى الى تأثيرات ضاغطة على المجالات الأقتصادية والديموغرافية,TRUE,negative,-1,old,تأثير,effect,6
1937,107359225,Najib Mikati,نجيب ميقاتي,Najib Mikati,Najib_Mikati,Lebanon | لبنـان,"Official Twitter feed for the Former Prime Minister of Lebanon; also, Member of Parliament for Tripoli, North-Lebanon.",1,0,501812,1231,22-Jan-2010,223689022655037440,13-Jul-2012,ميقاتي:أن الإهتمام الإنساني بالنازحين السوريين يبقى من مسؤولية الدولة التي تعمل على توفير المال اللازم لمعاودة تقديم الرعاية الصحية,TRUE,positive,1,old,رعاية,care,1
1938,126787836,Michel Sleiman,ميشال سليمان,Michel Sleiman,SleimanMichel,Lebanon | لبنـان,12th President of Lebanon after independence | 12th Commander in Chief of the Lebanese Armed Forces | President of the Republic Forum لقاء الجمهورية,1,0,479938,283,27-Mar-2010,882561458453827584,5-Jul-2017,"تفاوض او دون تفاوض، على الحكومة السورية اعطاء الاولوية لاعادة النازحين من لبنان وفاءً لتضحيات اللبنانيين برزقهم وبدمائهم الى جانب سوريا",TRUE,negative,-1,old,إعادة,return back,44
1939,745090891,Cesar Abi Khalil,سيزار أبي خليل,Cesar Abi Khalil,CesarAbiKhalil,Lebanon,"Member of the Lebanese Parliament.
Former Minister for Energy and Water.
FPM activist.",1,0,24782,259,8-Aug-2012,843560118323154944,19-Mar-2017,أقمنا دراسة بالتعاون مع ال UNDP أظهرت أن النزوح السوري يستهلك 5 ساعات يومياً من الكهرباء بالإضافة إلى أنه يكبّد الدولة مبالغ كبيرة سنوياً,TRUE,negative,-1,old,يكبد,incur,2
1940,3046028960,Amal Abou Zeid,أمل أبو زيد,Amal Abou Zeid,AbouZeidAmal,Mlikh - Jezzine,"• Former Deputy At The Lebanese Parliament 



• نائب سابق في البرلمان اللبناني ð",1,0,5718,500,27-Feb-2015,970051536893169664,3-Mar-2018,يجب عودة النازحين السوريين الى سوريا لانهم اصبحوا عبئاً كبيراً على كاهل الدولة. دستور لبنان نصّ على رفض التوطين فليحترم هذا الامر.,TRUE,negative,-1,old,توطين,settlement,25
1941,3046028960,Amal Abou Zeid,أمل أبو زيد,Amal Abou Zeid,AbouZeidAmal,Mlikh - Jezzine,"• Former Deputy At The Lebanese Parliament 



• نائب سابق في البرلمان اللبناني ð",1,0,5718,500,27-Feb-2015,837005010236030976,1-Mar-2017,ابو زيد: لاعادة النازحين الى المناطق المستقرة في سوريا بدل بقائهم قنابل موقوتة https://t.co/uupTNHCQXw,TRUE,negative,-1,old,إعادة,return back,44
1942,3046028960,Amal Abou Zeid,أمل أبو زيد,Amal Abou Zeid,AbouZeidAmal,Mlikh - Jezzine,"• Former Deputy At The Lebanese Parliament 



• نائب سابق في البرلمان اللبناني ð",1,0,5718,500,27-Feb-2015,836908062787133440,1-Mar-2017,ابو زيد: لاعادة النازحين الى المناطق المستقرة في سوريا بدل بقائهم قنابل موقوتة https://t.co/99OeoyCFZj,TRUE,negative,-1,old,إعادة,return back,44
1943,418542886,Mohammad Kabbara,محمد كبارة,Mohamad Kabbara,KabbaraMohammad,"Tripoli, Lebanon","Minister of Labor                                                Deputy in the Lebanese parliament 1992 - present District: Tripoli, North Lebanon",1,0,18850,18,22-Nov-2011,854410826320670720,18-Apr-2017,"كبارة :ازمة النزوح تضغط على سوق العمل،ونحذر من انفجار إجتماعي  أكد وزير العمل محمد كبارة ان النزوح السوري الى... https://t.co/QB6Ynu67qd",TRUE,negative,-1,old,ضغط,pressure,18
1944,445733434,samikleib-journalist سامي كليب,سامي كليب,Sami Kleib,samykleyb,Beirut paris,"journaliste libre et independant PHD journalisme. صحافي حر.شعاري:"" اعلاميون لا أبواق""",1,0,183544,7552,24-Dec-2011,1007199685067575296,14-Jun-2018,السفير الروسي في لقائه مع مجموعة دعم لبنان والرئيس ميشال #عون يشجع على تكثيف الاتصالات اللبنانية السورية لحل مشكلة النازحين,TRUE,negative,-1,old,حل,solution,24
